# s_m,t_s,v_mps,beta_rad,omega_z_radps,n_m,xi_rad
198.0,24.853,7.60,0.00057,-0.08472,-1.14073,0.09121
198.6,24.932,7.73,0.00057,-0.07388,-1.08792,0.08235
199.2,25.009,7.87,0.00054,-0.06264,-1.04021,0.07454
199.8,25.085,8.00,0.00049,-0.05195,-0.99698,0.06770
200.4,25.160,8.13,0.00044,-0.04237,-0.95767,0.06174
201.0,25.234,8.26,0.00038,-0.03414,-0.92178,0.05652
201.6,25.306,8.39,0.00033,-0.02733,-0.88889,0.05194
202.2,25.378,8.51,0.00028,-0.02192,-0.85864,0.04787
202.8,25.448,8.63,0.00024,-0.01781,-0.83076,0.04422
203.4,25.517,8.76,0.00020,-0.01484,-0.80501,0.04089
204.0,25.585,8.87,0.00018,-0.01287,-0.78122,0.03781
204.6,25.653,8.99,0.00017,-0.01168,-0.75923,0.03492
205.2,25.719,9.11,0.00016,-0.01104,-0.73895,0.03218
205.8,25.785,9.22,0.00016,-0.01068,-0.72028,0.02957
206.4,25.850,9.34,0.00016,-0.01038,-0.70315,0.02709
207.0,25.914,9.45,0.00017,-0.01028,-0.68748,0.02471
207.6,25.977,9.56,0.00017,-0.01075,-0.67322,0.02242
208.2,26.040,9.67,0.00020,-0.01215,-0.66031,0.02016
208.8,26.101,9.77,0.00024,-0.01477,-0.64875,0.01787
209.4,26.163,9.88,0.00030,-0.01885,-0.63857,0.01546
210.0,26.223,9.99,0.00040,-0.02446,-0.62985,0.01285
210.6,26.283,10.00,0.00059,-0.03411,-0.62272,0.00984
211.2,26.343,10.00,0.00079,-0.04322,-0.61742,0.00638
211.8,26.403,10.00,0.00098,-0.05223,-0.61422,0.00249
212.4,26.463,10.00,0.00116,-0.06047,-0.61336,-0.00180
213.0,26.523,10.00,0.00131,-0.06642,-0.61506,-0.00638
213.6,26.583,10.00,0.00139,-0.06824,-0.61947,-0.01102
214.2,26.643,10.00,0.00138,-0.06476,-0.62659,-0.01542
214.8,26.704,10.00,0.00127,-0.05711,-0.63623,-0.01931
215.4,26.764,10.00,0.00109,-0.04728,-0.64810,-0.02253
216.0,26.824,10.00,0.00089,-0.03682,-0.66181,-0.02503
216.6,26.884,10.00,0.00068,-0.02682,-0.67691,-0.02680
217.2,26.944,10.00,0.00048,-0.01798,-0.69300,-0.02790
217.8,27.004,10.00,0.00031,-0.01070,-0.70967,-0.02843
218.4,27.064,10.00,0.00018,-0.00520,-0.72661,-0.02848
219.0,27.124,10.00,0.00008,-0.00156,-0.74353,-0.02816
219.6,27.184,10.00,0.00002,0.00020,-0.76023,-0.02759
220.2,27.244,10.00,0.00000,0.00009,-0.77656,-0.02688
220.8,27.303,10.00,0.00002,-0.00188,-0.79245,-0.02614
221.4,27.363,10.00,0.00008,-0.00567,-0.80789,-0.02548
222.0,27.423,10.00,0.00017,-0.01122,-0.82293,-0.02500
222.6,27.483,10.00,0.00030,-0.01838,-0.83770,-0.02480
223.2,27.543,10.00,0.00046,-0.02691,-0.85237,-0.02497
223.8,27.603,10.00,0.00065,-0.03632,-0.86717,-0.02558
224.4,27.663,10.00,0.00084,-0.04588,-0.88234,-0.02663
225.0,27.723,10.00,0.00103,-0.05447,-0.89815,-0.02808
225.6,27.783,10.00,0.00118,-0.06062,-0.91481,-0.02983
226.2,27.843,10.00,0.00127,-0.06265,-0.93246,-0.03163
226.8,27.902,10.00,0.00126,-0.05960,-0.95111,-0.03322
227.4,27.962,10.00,0.00117,-0.05273,-0.97060,-0.03433
228.0,28.022,10.00,0.00102,-0.04412,-0.99065,-0.03483
228.6,28.082,10.00,0.00084,-0.03536,-1.01090,-0.03469
229.2,28.142,10.00,0.00067,-0.02760,-1.03098,-0.03396
229.8,28.201,10.00,0.00053,-0.02159,-1.05056,-0.03272
230.4,28.261,10.00,0.00042,-0.01779,-1.06935,-0.03110
231.0,28.321,10.00,0.00037,-0.01640,-1.08714,-0.02924
231.6,28.381,10.00,0.00036,-0.01742,-1.10381,-0.02729
232.2,28.440,10.00,0.00040,-0.02066,-1.11930,-0.02539
232.8,28.500,10.00,0.00048,-0.02573,-1.13366,-0.02365
233.4,28.559,10.00,0.00059,-0.03200,-1.14699,-0.02215
234.0,28.619,10.00,0.00073,-0.03861,-1.15943,-0.02092
234.6,28.679,10.00,0.00085,-0.04440,-1.17113,-0.01995
235.2,28.738,10.00,0.00095,-0.04810,-1.18222,-0.01911
235.8,28.798,10.00,0.00100,-0.04886,-1.19278,-0.01827
236.4,28.857,10.00,0.00100,-0.04725,-1.20276,-0.01726
237.0,28.917,10.00,0.00095,-0.04438,-1.21209,-0.01599
237.6,28.976,10.00,0.00089,-0.04109,-1.22060,-0.01443
238.2,29.036,10.00,0.00083,-0.03793,-1.22813,-0.01258
238.8,29.095,10.00,0.00077,-0.03523,-1.23453,-0.01047
239.4,29.155,10.00,0.00072,-0.03311,-1.23962,-0.00813
240.0,29.214,10.00,0.00068,-0.03157,-1.24329,-0.00559
240.6,29.274,10.00,0.00065,-0.03061,-1.24542,-0.00289
241.2,29.333,10.00,0.00063,-0.03016,-1.24593,-0.00007
241.8,29.393,10.00,0.00063,-0.03010,-1.24474,0.00284
242.4,29.452,10.00,0.00063,-0.03030,-1.24179,0.00584
243.0,29.511,10.00,0.00063,-0.03055,-1.23704,0.00890
243.6,29.571,10.00,0.00064,-0.03059,-1.23046,0.01203
244.2,29.630,10.00,0.00063,-0.03036,-1.22198,0.01525
244.8,29.690,10.00,0.00063,-0.02998,-1.21157,0.01856
245.4,29.749,10.00,0.00062,-0.02959,-1.19918,0.02196
246.0,29.808,10.00,0.00061,-0.02940,-1.18473,0.02545
246.6,29.868,10.00,0.00061,-0.02958,-1.16820,0.02900
247.2,29.927,10.00,0.00062,-0.03012,-1.14955,0.03258
247.8,29.987,10.00,0.00063,-0.03082,-1.12875,0.03619
248.4,30.046,10.00,0.00065,-0.03135,-1.10579,0.03981
249.0,30.105,10.00,0.00065,-0.03141,-1.08066,0.04348
249.6,30.165,10.00,0.00065,-0.03081,-1.05332,0.04722
250.2,30.224,10.00,0.00063,-0.02956,-1.02372,0.05106
250.8,30.284,10.00,0.00060,-0.02785,-0.99181,0.05500
251.4,30.344,10.00,0.00056,-0.02581,-0.95754,0.05899
252.0,30.403,10.00,0.00052,-0.02344,-0.92090,0.06290
252.6,30.463,10.00,0.00046,-0.02061,-0.88197,0.06662
253.2,30.523,10.00,0.00040,-0.01728,-0.84091,0.06999
253.8,30.582,10.00,0.00033,-0.01366,-0.79795,0.07286
254.4,30.642,10.00,0.00025,-0.01012,-0.75343,0.07510
255.0,30.702,10.00,0.00018,-0.00686,-0.70777,0.07660
255.6,30.762,10.00,0.00012,-0.00403,-0.66143,0.07728
256.2,30.823,10.00,0.00006,-0.00168,-0.61492,0.07710
256.8,30.883,10.00,0.00002,0.00017,-0.56878,0.07602
257.4,30.943,10.00,-0.00001,0.00152,-0.52355,0.07402
258.0,31.004,10.00,-0.00004,0.00240,-0.47980,0.07105
258.6,31.064,10.00,-0.00005,0.00278,-0.43815,0.06706
259.2,31.124,10.00,-0.00005,0.00264,-0.39921,0.06202
259.8,31.185,10.00,-0.00005,0.00192,-0.36364,0.05585
260.4,31.245,10.00,-0.00003,0.00054,-0.33214,0.04848
261.0,31.305,10.00,0.00001,-0.00159,-0.30545,0.03984
261.6,31.366,10.00,0.00006,-0.00458,-0.28435,0.02983
262.2,31.426,10.00,0.00013,-0.00849,-0.26969,0.01835
262.8,31.486,10.00,0.00022,-0.01334,-0.26238,0.00529
263.4,31.547,10.00,0.00033,-0.01905,-0.26339,-0.00946
264.0,31.607,10.00,0.00046,-0.02537,-0.27378,-0.02601
264.6,31.667,10.00,0.00059,-0.03186,-0.29469,-0.04444
265.2,31.728,10.00,0.00072,-0.03778,-0.32732,-0.06480
265.8,31.789,10.00,0.00082,-0.04204,-0.37293,-0.08707
266.4,31.850,10.00,0.00088,-0.04313,-0.43285,-0.11117
267.0,31.912,10.00,0.00085,-0.03902,-0.50839,-0.13687
267.6,31.974,10.00,0.00068,-0.02709,-0.60083,-0.16380
268.2,32.037,10.00,0.00031,-0.00379,-0.71131,-0.19134
268.8,32.101,9.80,-0.00043,0.04029,-0.84067,-0.21841
269.4,32.168,9.43,-0.00221,0.12937,-0.98900,-0.24233
270.0,32.239,9.04,-0.00485,0.24591,-1.15471,-0.26020
270.6,32.315,8.63,-0.00803,0.38086,-1.33430,-0.26972
271.2,32.396,8.18,-0.01172,0.53305,-1.52267,-0.26883
271.8,32.483,7.75,-0.01660,0.76098,-1.71230,-0.25193
272.4,32.578,7.33,-0.02187,0.91735,-1.89404,-0.22115
273.0,32.682,6.92,-0.02429,0.98138,-2.05987,-0.18285
273.6,32.798,6.57,-0.02685,1.16676,-2.20157,-0.13190
274.2,32.927,6.28,-0.03249,1.34654,-2.30744,-0.06506
274.8,33.071,6.02,-0.04517,1.57080,-2.36164,0.02127
275.4,33.232,5.95,-0.05192,1.49295,-2.34327,0.11224
276.0,33.404,5.86,-0.05350,1.52175,-2.24126,0.19242
276.6,33.583,5.78,-0.05797,1.57080,-2.05872,0.27017
277.2,33.758,5.94,-0.00748,1.05843,-1.80887,0.27679
277.8,33.916,6.15,-0.00373,1.18783,-1.55601,0.26805
278.4,34.055,6.36,-0.00507,1.12721,-1.33381,0.25865
279.0,34.178,6.54,-0.00667,1.10629,-1.13666,0.26006
279.6,34.288,6.70,-0.00807,1.08584,-0.94873,0.27923
280.2,34.389,6.85,-0.00860,1.03426,-0.75387,0.31416
280.8,34.486,7.00,-0.00701,0.87547,-0.54105,0.35369
281.4,34.578,7.16,-0.00438,0.61404,-0.30778,0.38541
282.0,34.668,7.31,-0.00217,0.27170,-0.06020,0.39989
282.6,34.756,7.46,-0.00023,-0.09896,0.19044,0.39354
283.2,34.843,7.57,0.00252,-0.44094,0.43297,0.36902
283.8,34.931,7.15,0.01384,-0.91695,0.65920,0.32037
284.4,35.026,6.80,0.02144,-1.06884,0.85923,0.26086
285.0,35.127,6.50,0.02611,-1.19517,1.02888,0.20055
285.6,35.239,6.22,0.03046,-1.31306,1.16874,0.14347
286.2,35.362,5.96,0.03570,-1.41968,1.28102,0.09176
286.8,35.501,5.70,0.04486,-1.57079,1.36701,0.04126
287.4,35.657,5.53,0.05101,-1.57080,1.42339,-0.00652
288.0,35.825,5.44,0.04973,-1.57080,1.44429,-0.04760
288.6,36.001,5.35,0.04321,-1.57080,1.42597,-0.08378
289.2,36.179,5.26,0.03187,-1.57080,1.36558,-0.11983
289.8,36.355,5.19,0.01674,-1.57080,1.26049,-0.15824
290.4,36.524,5.21,0.00512,-1.57080,1.11386,-0.19756
291.0,36.684,5.24,0.00300,-1.55649,0.93713,-0.23757
291.6,36.832,5.40,-0.00342,-1.34414,0.74675,-0.24437
292.2,36.967,5.60,-0.00319,-1.23806,0.56994,-0.22663
292.8,37.090,5.79,-0.00103,-1.21360,0.41949,-0.19974
293.4,37.205,5.96,0.00096,-1.18613,0.29630,-0.17032
294.0,37.311,6.12,0.00268,-1.16207,0.19676,-0.14499
294.6,37.412,6.27,0.00420,-1.14053,0.11390,-0.12990
295.2,37.509,6.41,0.00508,-1.08937,0.03904,-0.12699
295.8,37.602,6.56,0.00488,-0.98629,-0.03591,-0.13391
296.4,37.693,6.70,0.00399,-0.83872,-0.11660,-0.14643
297.0,37.781,6.85,0.00294,-0.65131,-0.20542,-0.15944
297.6,37.868,6.99,0.00204,-0.43242,-0.30145,-0.16805
298.2,37.953,7.14,0.00123,-0.19342,-0.40116,-0.16887
298.8,38.037,7.29,0.00027,0.05252,-0.49974,-0.16069
299.4,38.120,7.43,-0.00113,0.28928,-0.59251,-0.14479
300.0,38.202,7.57,-0.00314,0.49511,-0.67658,-0.12539
300.6,38.285,7.71,-0.00552,0.64041,-0.75275,-0.11053
301.2,38.371,7.34,-0.01871,1.03409,-0.82648,-0.09171
301.8,38.466,7.02,-0.02677,1.10841,-0.90044,-0.08215
302.4,38.573,6.73,-0.03123,1.18049,-0.98454,-0.09415
303.0,38.694,6.43,-0.03460,1.26172,-1.09828,-0.12872
303.6,38.837,6.11,-0.03790,1.34427,-1.26672,-0.17801
304.2,39.010,5.75,-0.04176,1.43558,-1.51196,-0.22159
304.8,39.224,5.30,-0.04856,1.57080,-1.83025,-0.22303
305.4,39.479,5.07,-0.04123,1.57080,-2.14250,-0.15571
306.0,39.761,4.86,-0.01812,1.57080,-2.32430,-0.04049
306.6,40.045,4.99,0.00559,1.57080,-2.31352,0.05659
307.2,40.308,5.10,0.00275,1.57080,-2.17142,0.14839
307.8,40.542,5.36,0.00388,1.35138,-1.96533,0.17764
308.4,40.740,5.65,0.00235,1.21980,-1.77372,0.16718
309.0,40.907,5.91,-0.00036,1.19377,-1.61787,0.15557
309.6,41.052,6.12,-0.00256,1.15380,-1.48604,0.15513
310.2,41.179,6.32,-0.00249,0.98726,-1.36637,0.15712
310.8,41.292,6.50,-0.00194,0.78672,-1.25420,0.15932
311.4,41.396,6.68,-0.00157,0.59156,-1.14689,0.16155
312.0,41.492,6.84,-0.00130,0.40373,-1.04293,0.16220
312.6,41.584,7.00,-0.00099,0.22313,-0.94248,0.15934
313.2,41.671,7.15,-0.00051,0.04822,-0.84706,0.15164
313.8,41.756,7.30,0.00022,-0.12274,-0.75902,0.13843
314.4,41.838,7.44,0.00132,-0.29062,-0.68103,0.11961
315.0,41.917,7.58,0.00288,-0.45430,-0.61570,0.09569
315.6,41.995,7.71,0.00500,-0.60960,-0.56510,0.06787
316.2,42.071,7.83,0.00770,-0.74864,-0.53041,0.03804
316.8,42.145,7.95,0.01086,-0.86030,-0.51156,0.00869
317.4,42.217,8.05,0.01404,-0.93258,-0.50709,-0.01730
318.0,42.288,8.16,0.01661,-0.95820,-0.51421,-0.03705
318.6,42.358,8.26,0.01801,-0.94600,-0.52912,-0.04860
319.2,42.426,8.36,0.01861,-0.93320,-0.54769,-0.05239
319.8,42.493,8.45,0.01906,-0.92739,-0.56626,-0.05034
320.4,42.559,8.55,0.01951,-0.92119,-0.58212,-0.04420
321.0,42.624,8.64,0.01995,-0.91525,-0.59344,-0.03538
321.6,42.689,8.72,0.02147,-0.95658,-0.59928,-0.02696
322.2,42.753,8.78,0.02541,-1.04449,-0.59992,-0.02262
322.8,42.816,8.81,0.03115,-1.10541,-0.59667,-0.02284
323.4,42.880,8.82,0.03711,-1.12734,-0.59108,-0.02595
324.0,42.943,8.82,0.04223,-1.12667,-0.58456,-0.03057
324.6,43.007,8.81,0.04616,-1.11723,-0.57834,-0.03606
325.2,43.071,8.80,0.04891,-1.10570,-0.57354,-0.04228
325.8,43.135,8.79,0.05063,-1.09446,-0.57119,-0.04920
326.4,43.199,8.78,0.05145,-1.08390,-0.57222,-0.05681
327.0,43.263,8.76,0.05150,-1.07346,-0.57749,-0.06500
327.6,43.328,8.75,0.05078,-1.06137,-0.58769,-0.07353
328.2,43.393,8.74,0.04920,-1.04481,-0.60334,-0.08197
328.8,43.457,8.73,0.04652,-1.01992,-0.62475,-0.08963
329.4,43.522,8.74,0.04233,-0.98135,-0.65188,-0.09543
330.0,43.586,8.76,0.03629,-0.92658,-0.68422,-0.09792
330.6,43.650,8.81,0.02914,-0.87257,-0.72044,-0.09614
331.2,43.713,8.89,0.02364,-0.85839,-0.75824,-0.09139
331.8,43.775,8.97,0.02160,-0.88124,-0.79509,-0.08616
332.4,43.836,9.06,0.02171,-0.89325,-0.82925,-0.08061
333.0,43.896,9.15,0.02217,-0.88594,-0.85959,-0.07345
333.6,43.956,9.23,0.02251,-0.88129,-0.88509,-0.06423
334.2,44.015,9.31,0.02284,-0.87710,-0.90473,-0.05301
334.8,44.073,9.40,0.02317,-0.87297,-0.91751,-0.03988
335.4,44.130,9.48,0.02349,-0.86900,-0.92255,-0.02521
336.0,44.187,9.56,0.02380,-0.86517,-0.91920,-0.00960
336.6,44.243,9.63,0.02410,-0.86146,-0.90716,0.00609
337.2,44.299,9.71,0.02440,-0.85786,-0.88657,0.02091
337.8,44.355,9.79,0.02469,-0.85436,-0.85802,0.03394
338.4,44.412,9.87,0.02537,-0.86898,-0.82261,0.04383
339.0,44.468,9.93,0.02741,-0.92038,-0.78204,0.04842
339.6,44.524,9.98,0.03095,-0.96935,-0.73869,0.04686
340.2,44.581,10.00,0.03557,-1.01056,-0.69517,0.03964
340.8,44.638,10.00,0.04130,-1.05599,-0.65405,0.02712
341.4,44.695,10.00,0.04645,-1.04080,-0.61772,0.01143
342.0,44.753,10.00,0.04955,-1.00844,-0.58815,-0.00497
342.6,44.811,10.00,0.05037,-0.96799,-0.56674,-0.02094
343.2,44.868,10.00,0.04818,-0.89657,-0.55437,-0.03488
343.8,44.926,10.00,0.04323,-0.83108,-0.55129,-0.04575
344.4,44.984,10.00,0.03600,-0.73711,-0.55692,-0.05252
345.0,45.042,10.00,0.02693,-0.60815,-0.56955,-0.05314
345.6,45.100,10.00,0.01822,-0.47942,-0.58579,-0.04691
346.2,45.158,10.00,0.01199,-0.36752,-0.60111,-0.03522
346.8,45.216,10.00,0.00809,-0.27469,-0.61150,-0.02022
347.4,45.274,10.00,0.00558,-0.19889,-0.61458,-0.00406
348.0,45.333,10.00,0.00384,-0.13740,-0.60958,0.01139
348.6,45.391,10.00,0.00252,-0.08654,-0.59692,0.02468
349.2,45.451,10.00,0.00146,-0.04152,-0.57791,0.03483
349.8,45.510,10.00,0.00048,0.00329,-0.55436,0.04142
350.4,45.570,10.00,-0.00053,0.05400,-0.52837,0.04447
351.0,45.631,10.00,-0.00172,0.11672,-0.50201,0.04437
351.6,45.691,10.00,-0.00323,0.19695,-0.47715,0.04177
352.2,45.752,10.00,-0.00522,0.29863,-0.45534,0.03758
352.8,45.814,10.00,-0.00786,0.42289,-0.43760,0.03280
353.4,45.875,10.00,-0.01136,0.56604,-0.42456,0.02832
354.0,45.937,10.00,-0.01605,0.72352,-0.41643,0.02505
354.6,45.999,10.00,-0.02194,0.86440,-0.41321,0.02311
355.2,46.062,10.00,-0.02868,0.96708,-0.41493,0.02190
355.8,46.125,10.00,-0.03547,1.01884,-0.42173,0.02053
356.4,46.187,10.00,-0.04132,1.02847,-0.43368,0.01837
357.0,46.250,10.00,-0.04545,1.01260,-0.45042,0.01552
357.6,46.313,10.00,-0.04771,0.99212,-0.47099,0.01284
358.2,46.377,10.00,-0.04849,0.97519,-0.49383,0.01143
358.8,46.440,10.00,-0.04845,0.96842,-0.51710,0.01225
359.4,46.503,10.00,-0.04819,0.96847,-0.53888,0.01578
360.0,46.566,10.00,-0.04803,0.97057,-0.55742,0.02199
360.6,46.629,10.00,-0.04801,0.97247,-0.57124,0.03051
361.2,46.692,10.00,-0.04810,0.97415,-0.57908,0.04094
361.8,46.755,10.00,-0.04827,0.97569,-0.57996,0.05284
362.4,46.817,10.00,-0.04842,0.97429,-0.57312,0.06575
363.0,46.880,10.00,-0.04811,0.95898,-0.55809,0.07883
363.6,46.943,10.00,-0.04688,0.93455,-0.53461,0.09123
364.2,47.005,10.00,-0.04416,0.88772,-0.50270,0.10199
364.8,47.067,10.00,-0.03907,0.80734,-0.46271,0.10953
365.4,47.130,10.00,-0.03113,0.68485,-0.41569,0.11170
366.0,47.191,10.00,-0.02153,0.52971,-0.36427,0.10626
366.6,47.253,10.00,-0.01349,0.38641,-0.31330,0.09320
367.2,47.314,10.00,-0.00831,0.26362,-0.26845,0.07425
367.8,47.375,10.00,-0.00502,0.16043,-0.23417,0.05110
368.4,47.436,10.00,-0.00273,0.07529,-0.21330,0.02512
369.0,47.497,10.00,-0.00102,0.00650,-0.20759,-0.00261
369.6,47.557,10.00,0.00030,-0.04796,-0.21805,-0.03119
370.2,47.618,10.00,0.00134,-0.09000,-0.24519,-0.05992
370.8,47.678,10.00,0.00212,-0.12066,-0.28913,-0.08819
371.4,47.739,10.00,0.00267,-0.13966,-0.34965,-0.11542
372.0,47.800,10.00,0.00294,-0.14473,-0.42618,-0.14097
372.6,47.863,9.78,0.00379,-0.16333,-0.51788,-0.16564
373.2,47.927,9.43,0.00398,-0.13011,-0.62409,-0.18812
373.8,47.994,9.06,0.00207,-0.01375,-0.74339,-0.20433
374.4,48.064,8.68,-0.00144,0.15619,-0.87197,-0.21016
375.0,48.138,8.27,-0.00573,0.35502,-1.00338,-0.20288
375.6,48.217,7.84,-0.01032,0.55152,-1.12956,-0.18169
376.2,48.300,7.41,-0.01378,0.69332,-1.24220,-0.14901
376.8,48.389,7.01,-0.01746,0.88197,-1.33326,-0.10292
377.4,48.485,6.61,-0.02020,0.99722,-1.39430,-0.04617
378.0,48.588,6.30,-0.02323,1.21728,-1.41562,0.02597
378.6,48.700,6.04,-0.02902,1.39870,-1.38608,0.11231
379.2,48.820,5.82,-0.03923,1.57080,-1.29560,0.20880
379.8,48.950,5.74,-0.04586,1.57079,-1.13596,0.30186
380.4,49.087,5.68,-0.04877,1.56003,-0.91154,0.37146
381.0,49.226,5.61,-0.04985,1.57078,-0.64656,0.40771
381.6,49.362,5.55,-0.04917,1.55507,-0.37964,0.40373
382.2,49.487,5.70,-0.00584,0.96303,-0.14809,0.30858
382.8,49.597,5.86,0.00040,1.20880,0.00842,0.19000
383.4,49.697,6.01,-0.00156,1.17746,0.08689,0.07849
384.0,49.793,6.15,-0.00306,1.15639,0.10379,-0.01010
384.6,49.887,6.29,-0.00446,1.13676,0.07790,-0.06429
385.2,49.980,6.43,-0.00576,1.11828,0.02916,-0.08381
385.8,50.073,6.57,-0.00698,1.10087,-0.02367,-0.07492
386.4,50.164,6.71,-0.00645,0.98062,-0.06702,-0.05278
387.0,50.253,6.85,-0.00442,0.76472,-0.09628,-0.03244
387.6,50.340,7.00,-0.00266,0.50195,-0.11507,-0.02269
388.2,50.426,7.14,-0.00162,0.27962,-0.13031,-0.02349
388.8,50.509,7.29,-0.00093,0.12945,-0.14747,-0.03061
389.4,50.591,7.43,-0.00040,0.03148,-0.16939,-0.04045
390.0,50.672,7.57,0.00003,-0.02890,-0.19702,-0.05056
390.6,50.750,7.71,0.00035,-0.06289,-0.23010,-0.05939
391.2,50.828,7.84,0.00058,-0.07897,-0.26767,-0.06612
391.8,50.904,7.98,0.00071,-0.08338,-0.30840,-0.07049
